flight_id,aircraft_type,zero_fuel_weight_kg,planned_duration_min,planned_altitude_ft,max_altitude_ft,avg_speed_kts,median_speed_kts,std_dev_altitude_ft,duration_climb_min,duration_cruise_min,avg_fuel_flow_climb_kgs,avg_fuel_flow_cruise_kgs,avg_headwind_kts,departure_temperature_c,had_bad_weather,engine_health_modifier,flight_path_deviation_pct,weight_x_wind,alt_x_temp,total_fuel_consumed_kg
FLIGHT_1619,B777,170696,497,36276,36528,426,424,121.96,38.17,418.62,8.58,5.63,10.33,23,0,1.041,1.52,1762775.72,834348,181743.39
FLIGHT_1620,A330,173244,323,40428,40509,429,429,126.73,39.22,247.44,7.88,5.59,-1.87,27,0,1.048,1.83,-323633.81,1091556,110861.05
FLIGHT_1621,A330,124178,331,34300,34429,466,464,109.79,36.28,257.19,6.82,4.84,21.65,31,1,1.044,0.19,2688985.61,1063300,107739.61
FLIGHT_1622,B777,134552,481,32717,32874,478,478,54.89,34.51,415.35,7.46,5.0,-7.59,28,0,1.05,0.65,-1020600.65,916076,144774.73
FLIGHT_1623,B737,47866,140,30133,29887,422,422,43.46,30.13,80.5,4.62,3.12,-6.15,24,1,1.043,2.52,-294587.5,723192,25201.0
FLIGHT_1624,A320,46363,131,30370,30011,437,437,36.62,29.63,69.36,4.53,3.18,-10.94,32,0,1.024,2.86,-507029.88,971840,21899.76
FLIGHT_1625,A320,63217,140,31748,31500,430,430,59.98,30.18,79.06,5.06,3.53,-18.16,27,0,1.065,2.95,-1147744.91,857196,26426.16
FLIGHT_1626,A320,48843,84,32613,32430,460,458,60.71,31.81,20.2,4.83,3.39,7.16,25,1,1.053,2.88,349799.88,815325,17686.56
FLIGHT_1627,B777,164979,429,34731,35135,433,433,26.31,37.49,357.17,7.98,5.34,-13.64,24,0,1.03,0.37,-2250751.17,833544,130307.3
FLIGHT_1628,B777,146640,534,32562,32757,453,454,62.32,33.98,466.49,7.97,5.13,16.75,27,0,1.025,0.66,2455586.63,879174,181547.88
FLIGHT_1629,A330,138825,672,36118,36287,445,443,142.67,37.31,596.67,7.89,5.02,7.93,22,0,1.01,0.57,1100334.42,794596,211356.56
FLIGHT_1630,A330,178805,678,34105,34378,427,428,81.96,36.01,609.27,8.92,5.86,-13.64,29,0,1.053,0.73,-2439444.08,989045,236545.03
FLIGHT_1631,B777,154182,451,35050,35087,437,435,42.66,33.42,384.37,8.25,5.32,-19.35,26,1,1.064,2.78,-2982973.21,911300,141907.98
FLIGHT_1632,A320,50374,172,36712,37077,446,444,90.66,37.16,101.46,4.72,3.19,-5.63,34,0,0.995,2.38,-283742.29,1248208,30896.23
FLIGHT_1633,B777,124044,384,33323,32945,468,468,97.22,34.65,314.73,7.2,4.68,12.55,29,0,1.004,2.25,1556347.33,966367,116064.89
FLIGHT_1634,B777,153394,413,34643,34333,464,464,147.51,37.13,342.05,7.27,5.12,9.09,30,0,1.044,1.69,1393860.6,1039290,137660.44
FLIGHT_1635,A330,143861,579,35486,35686,405,404,71.14,34.03,509.64,7.5,5.14,16.28,34,0,1.013,0.38,2342584.24,1206524,191926.25
FLIGHT_1636,B777,147707,597,35126,34719,427,428,88.75,37.9,524.57,8.15,5.22,18.11,33,1,0.995,0.5,2674323.25,1159158,202190.88
FLIGHT_1637,B777,142559,559,39952,40130,463,462,77.83,41.94,473.75,7.32,4.81,17.06,30,1,1.053,2.61,2431859.63,1198560,186405.74
FLIGHT_1638,A330,130827,582,40988,40956,441,441,134.53,42.3,500.48,7.13,4.84,16.78,31,0,1.004,1.39,2195434.89,1270628,183819.0
FLIGHT_1639,B777,122934,543,31136,30948,405,406,93.55,30.06,484.84,7.15,4.52,-5.59,27,1,1.05,2.44,-686673.28,840672,153253.18
FLIGHT_1640,A330,165537,605,32431,31990,432,433,44.41,32.13,539.19,7.92,5.45,-18.82,29,1,1.005,0.68,-3115813.7,940499,179533.84
FLIGHT_1641,A320,64772,198,35780,35909,449,450,78.49,38.13,125.43,4.71,3.35,-12.27,31,1,1.044,0.4,-794679.89,1109180,36112.56
FLIGHT_1642,A330,158457,362,34050,33846,473,474,147.61,34.83,291.33,7.94,5.31,-17.33,33,1,1.038,1.55,-2746773.15,1123650,108997.08
FLIGHT_1643,B777,134313,404,39976,40257,440,440,59.92,41.26,320.21,7.73,4.98,12.17,34,1,1.06,0.09,1634808.33,1359184,134012.05
FLIGHT_1644,A320,62458,136,39422,39359,449,451,66.11,37.25,59.01,5.45,3.45,23.35,24,1,1.049,2.68,1458546.85,946128,33688.81
FLIGHT_1645,B777,138131,303,39926,40096,428,427,134.13,38.38,227.74,7.28,4.91,26.8,32,1,1.048,2.74,3702028.94,1277632,106966.18
FLIGHT_1646,A330,139155,403,38244,38141,434,434,53.22,38.06,327.14,7.12,4.78,-6.99,26,0,1.012,2.52,-973101.44,994344,113202.63
FLIGHT_1647,A320,48702,156,30668,30847,428,430,147.86,30.97,91.83,4.98,3.29,-19.89,22,1,1.065,1.01,-968698.41,674696,26939.08
FLIGHT_1648,A320,54335,70,33441,33198,475,477,45.46,33.95,1.86,4.83,3.27,10.36,31,0,1.026,0.79,563080.89,1036671,13366.17
FLIGHT_1649,A320,52828,223,36037,35716,477,476,133.36,37.86,149.11,4.75,3.31,8.56,29,0,1.007,2.33,452398.49,1045073,46414.84
FLIGHT_1650,B737,51719,144,35725,35926,438,439,114.81,38.19,67.93,4.88,3.33,2.97,23,0,1.015,1.17,153500.62,821675,28049.22
FLIGHT_1651,A320,53754,232,37360,37357,415,415,21.53,34.53,161.65,4.71,3.2,29.24,23,1,0.998,1.36,1571525.01,859280,53709.95
FLIGHT_1652,A330,120307,517,34165,33712,445,443,125.24,36.07,444.57,6.46,4.52,-15.98,25,1,1.011,0.52,-1922768.65,854125,127410.04
FLIGHT_1653,A330,164562,687,32224,32604,429,429,44.58,31.39,622.14,9.03,5.72,14.91,27,0,1.004,0.16,2453557.7,870048,249978.73
FLIGHT_1654,B777,137613,674,40249,40538,402,403,95.04,39.05,599.76,7.75,5.1,-17.14,22,1,1.016,2.31,-2358923.88,885478,194639.89
FLIGHT_1655,A330,138103,440,33262,33564,409,407,20.8,32.91,373.75,7.72,5.05,12.05,24,0,0.99,2.65,1664642.84,798288,141006.84
FLIGHT_1656,A320,48796,157,30277,30708,443,441,38.19,31.48,94.87,4.49,3.12,2.37,32,1,0.999,0.26,115462.25,968864,28798.61
FLIGHT_1657,B777,157122,348,39111,38687,443,443,54.0,37.89,272.85,7.61,5.24,-1.96,23,0,0.985,1.01,-307741.53,899553,105003.44
FLIGHT_1658,B737,62181,218,33522,33906,400,402,138.22,31.41,155.9,4.77,3.3,6.7,30,0,1.05,0.74,416666.5,1005660,46281.15
FLIGHT_1659,B777,167286,698,34474,34038,402,402,40.53,33.81,629.16,8.78,5.64,22.33,32,1,1.026,0.15,3736067.24,1103168,263981.97
FLIGHT_1660,B737,60645,150,34677,34527,476,475,44.66,37.09,79.28,5.17,3.43,-15.35,32,0,0.98,2.93,-930941.91,1109664,26675.78
FLIGHT_1661,B737,49113,239,31333,31792,417,416,132.75,33.0,175.46,4.79,3.16,-8.34,32,1,1.008,0.98,-409548.13,1002656,41884.69
FLIGHT_1662,A320,61902,153,33180,33184,469,471,97.69,33.78,84.79,4.94,3.2,10.3,24,1,1.046,0.6,637376.43,796320,32346.1
FLIGHT_1663,A320,62504,111,34706,35145,439,439,114.39,32.75,43.23,5.51,3.46,-10.34,23,1,1.031,1.79,-646510.42,798238,21494.12
FLIGHT_1664,A330,125424,635,33659,33219,419,419,58.11,32.78,572.06,6.83,4.61,-2.46,26,1,1.01,1.82,-308345.82,875134,176372.09
FLIGHT_1665,B737,47602,200,38111,37671,472,471,88.89,38.26,126.22,4.57,3.22,29.12,23,0,1.069,0.0,1386132.33,876553,48261.72
FLIGHT_1666,A330,151918,315,38734,39037,468,470,97.1,40.73,234.32,7.52,5.26,-12.72,23,0,1.068,0.78,-1931658.13,890882,95795.14
FLIGHT_1667,A320,50084,169,38060,38155,423,425,136.76,35.76,101.01,5.32,3.36,12.91,31,0,1.005,0.73,646502.77,1179860,37432.44
FLIGHT_1668,B737,64260,232,30351,29981,433,435,34.23,29.08,171.42,5.05,3.39,-15.67,23,1,1.049,0.94,-1006956.02,698073,42143.57
FLIGHT_1669,A320,58637,160,36941,37055,479,479,55.06,37.12,82.71,5.27,3.5,-1.08,26,0,1.019,2.04,-63220.57,960466,32091.19
FLIGHT_1670,A330,174268,329,40188,40522,416,416,117.14,42.54,245.91,8.63,5.8,0.86,22,1,0.985,1.85,149438.15,884136,112582.58
FLIGHT_1671,A320,47163,98,35724,35548,414,414,59.11,37.62,23.56,5.14,3.22,27.88,28,0,1.025,1.89,1314834.46,1000272,23211.32
FLIGHT_1672,A330,173025,438,31414,31883,413,412,117.28,33.56,373.72,8.28,5.71,-2.32,24,1,1.036,0.57,-401575.87,753936,152706.07
FLIGHT_1673,A330,173261,581,34482,34548,463,462,87.47,32.18,519.4,9.1,5.86,19.11,28,0,1.068,1.31,3311514.04,965496,237181.46
FLIGHT_1674,A320,48863,148,37611,37117,405,406,146.29,36.72,73.07,4.86,3.3,-9.0,29,1,1.05,2.39,-439936.62,1090719,27695.06
FLIGHT_1675,B777,128962,605,37790,38092,478,480,31.65,40.16,526.53,7.57,4.81,20.26,25,1,1.07,0.06,2612729.73,944750,205880.24
FLIGHT_1676,B737,51978,95,30011,29579,435,434,90.84,30.58,35.3,4.59,3.16,19.01,28,0,1.012,2.41,988287.54,840308,20123.54
FLIGHT_1677,A330,155699,314,32978,32940,416,418,69.42,30.32,252.27,8.03,5.12,22.28,27,0,1.068,1.48,3469685.95,890406,114023.07
FLIGHT_1678,A320,53182,123,38556,38272,417,416,45.62,37.03,48.82,4.77,3.2,-18.16,24,0,1.041,0.33,-965801.8,925344,19325.36
FLIGHT_1679,B777,167133,385,33677,34012,462,461,46.59,34.42,315.96,8.45,5.84,19.7,24,0,1.02,2.49,3292939.37,808248,148564.77
FLIGHT_1680,A330,170868,338,31905,31908,427,426,139.65,31.96,272.87,8.11,5.54,-5.09,32,1,1.06,1.3,-869009.8,1020960,114582.53
FLIGHT_1681,B777,163453,456,38252,38589,407,406,103.18,36.88,380.53,8.05,5.48,9.45,30,1,1.05,1.11,1545024.76,1147560,161575.71
FLIGHT_1682,B777,167235,580,37941,38267,409,407,38.99,40.03,501.82,8.85,5.67,0.11,30,1,1.057,0.84,19151.48,1138230,208661.24
FLIGHT_1683,B777,151554,601,40495,40516,419,419,110.7,38.1,523.64,7.32,5.18,-9.26,33,1,1.034,1.51,-1403617.19,1336335,182632.8
FLIGHT_1684,B737,52359,180,30378,30311,451,450,149.06,30.5,119.21,5.17,3.35,25.46,28,0,0.984,1.5,1332957.44,850584,41728.5
FLIGHT_1685,A330,137685,525,38630,38874,402,402,68.14,38.89,446.14,7.69,4.9,12.83,32,1,1.043,2.15,1765953.89,1236160,172751.03
FLIGHT_1686,A320,56308,202,31502,31910,464,464,98.98,28.58,143.44,5.13,3.34,-19.89,23,0,0.997,0.1,-1119846.62,724546,32806.06
FLIGHT_1687,A320,55280,175,38012,37836,428,429,98.72,36.51,105.23,5.1,3.26,-9.6,31,0,0.99,2.53,-530903.09,1178372,31531.38
FLIGHT_1688,B737,51073,236,36464,36652,404,404,79.83,38.58,162.18,4.98,3.35,-4.29,27,1,1.003,2.98,-219328.02,984528,46388.12
FLIGHT_1689,B737,50035,200,40766,40581,452,450,92.56,41.92,119.65,4.53,3.16,-1.94,24,1,1.055,2.28,-96877.99,978384,38825.36
FLIGHT_1690,B737,47992,82,39674,39308,415,417,86.5,39.7,0.96,4.65,3.31,-3.82,26,0,1.027,1.92,-183130.51,1031524,13716.79
FLIGHT_1691,B777,161197,311,34271,33847,435,436,123.16,32.42,246.27,8.35,5.3,22.75,31,1,1.06,2.99,3667262.05,1062401,118101.67
FLIGHT_1692,B737,50006,219,30691,30246,420,420,140.14,30.88,156.84,4.7,3.16,12.27,30,1,1.066,2.23,613597.76,920730,48074.61
FLIGHT_1693,B737,61841,197,40432,40698,479,479,26.23,40.15,118.32,5.37,3.4,-18.44,32,1,1.029,1.25,-1140234.87,1293824,34922.8
FLIGHT_1694,A320,57470,238,30789,30502,406,406,120.83,33.14,169.76,4.93,3.26,2.0,26,0,1.003,0.65,115198.51,800514,45576.52
FLIGHT_1695,B737,51259,130,38744,39105,465,466,36.93,39.04,52.16,4.69,3.04,5.47,31,0,1.024,2.09,280449.62,1201064,24693.95
FLIGHT_1696,B737,58407,239,30214,30405,425,425,63.43,27.53,183.68,4.9,3.46,17.36,31,0,1.06,0.78,1014026.7,936634,57431.25
FLIGHT_1697,A320,46357,162,31872,31779,432,434,99.18,32.93,99.62,4.27,3.04,29.04,31,1,1.055,2.6,1346244.64,988032,38254.43
FLIGHT_1698,A330,142901,451,32121,32190,439,441,45.17,31.0,389.68,8.08,5.09,-6.83,29,0,1.046,2.03,-976247.22,931509,140982.55
FLIGHT_1699,B737,46914,237,38629,38615,444,442,56.08,39.69,159.38,4.4,2.96,-12.92,34,0,1.021,0.86,-606271.97,1313386,37196.78
FLIGHT_1700,B777,173010,685,37952,37454,445,446,65.68,35.67,614.69,8.34,5.81,27.78,22,1,1.066,0.53,4806279.98,834944,282178.62
FLIGHT_1701,B777,168390,320,40450,40339,474,475,135.4,37.98,243.91,8.27,5.77,26.58,32,1,1.033,0.35,4475709.59,1294400,124673.5
FLIGHT_1702,B777,128850,335,40677,40221,461,461,148.91,42.3,254.77,7.32,4.75,4.17,32,0,1.035,1.81,537138.76,1301664,101033.33
FLIGHT_1703,B777,147514,640,37182,37043,427,425,84.35,37.24,562.49,7.19,4.89,-1.2,23,1,1.001,1.36,-177535.08,855186,186356.51
FLIGHT_1704,A320,55400,227,33747,33967,478,479,93.17,31.5,165.27,4.69,3.08,29.8,30,1,1.014,2.62,1650898.91,1012410,52884.77
FLIGHT_1705,B737,58217,162,37891,37772,458,456,73.37,36.39,86.83,4.71,3.27,-9.67,33,1,0.988,1.0,-562778.81,1250403,27198.62
FLIGHT_1706,A330,154612,384,31533,31109,471,470,132.09,29.08,326.99,8.42,5.27,-6.78,31,0,1.053,0.68,-1047551.72,977523,123457.66
FLIGHT_1707,B737,49543,106,33346,32924,427,426,61.81,32.41,44.13,4.36,3.04,-1.93,31,1,1.059,0.22,-95757.31,1033726,18813.64
FLIGHT_1708,A320,54333,195,31831,31662,444,444,47.04,32.53,131.29,4.96,3.27,15.36,26,0,1.061,1.33,834470.3,827606,44369.73
FLIGHT_1709,A320,52744,170,34033,34387,418,417,140.41,33.3,102.67,4.66,3.08,-7.76,24,1,1.019,2.16,-409076.81,816792,29144.69
FLIGHT_1710,B737,63254,196,33404,33866,413,414,140.85,31.56,135.91,4.97,3.39,13.39,25,1,1.05,2.43,847010.13,835100,45883.74
FLIGHT_1711,B777,159569,387,30150,29993,425,427,31.43,30.04,328.57,8.03,5.47,18.16,30,0,1.063,1.55,2897339.64,904500,146176.27
FLIGHT_1712,A320,56855,168,33836,34023,419,419,36.03,36.52,94.77,5.24,3.31,10.83,24,1,0.994,2.91,615913.75,812064,35816.17
FLIGHT_1713,A320,46300,155,32748,32456,451,451,95.5,34.49,84.47,4.85,3.23,-8.25,29,1,1.012,0.06,-382201.72,949692,26472.19
FLIGHT_1714,A320,58505,92,30452,30200,417,416,32.62,32.15,30.06,5.24,3.29,-13.69,30,1,0.988,2.59,-801046.74,913560,16158.46
FLIGHT_1715,B777,137085,509,38709,38700,458,459,43.12,36.58,438.54,6.98,4.77,5.67,30,0,1.042,2.6,777564.01,1161270,157750.43
FLIGHT_1716,B777,163555,575,40143,40147,410,411,20.83,40.31,491.59,7.92,5.57,22.62,33,0,1.024,2.94,3699971.65,1324719,217715.63
FLIGHT_1717,B777,170884,464,37354,37832,424,425,137.12,36.2,388.77,8.16,5.51,-3.08,22,0,1.066,1.99,-527011.16,821788,160206.78
FLIGHT_1718,A330,147183,539,31026,30571,428,427,45.46,30.42,478.5,7.29,5.16,-4.47,29,1,1.062,1.94,-657841.6,899754,173402.3
FLIGHT_1719,A320,55405,88,36392,36319,427,427,92.79,38.72,7.39,4.6,3.28,5.4,32,1,1.063,2.26,299406.82,1164544,16320.7
FLIGHT_1720,A320,59029,78,32982,32787,454,455,113.93,31.75,16.62,5.06,3.34,25.3,24,1,1.038,1.93,1493712.75,791568,18452.41
FLIGHT_1721,A320,56685,145,33471,33024,478,480,115.55,32.43,83.72,5.05,3.51,25.04,24,0,0.988,1.39,1419130.81,803304,34328.17
FLIGHT_1722,A320,63340,179,38815,39145,431,431,121.4,38.77,104.92,5.01,3.52,11.71,24,0,1.025,1.25,741695.18,931560,40633.82
FLIGHT_1723,B777,158034,472,36377,35918,450,451,88.61,37.34,397.82,8.73,5.48,-16.15,23,1,1.061,2.72,-2552309.4,836671,155531.61
FLIGHT_1724,A330,126679,438,40656,40453,433,434,133.29,39.53,356.5,7.68,4.92,13.79,23,1,1.068,2.25,1746497.62,935088,147739.77
FLIGHT_1725,A320,54949,180,35929,36126,451,452,124.58,33.0,114.34,5.28,3.34,13.28,28,0,1.07,2.47,729695.24,1006012,42437.71
FLIGHT_1726,A320,58812,107,30384,29979,435,433,128.65,32.22,43.02,5.27,3.37,-10.5,33,1,1.052,3.0,-617333.29,1002672,21070.75
FLIGHT_1727,A330,129290,619,40673,41122,412,413,33.75,43.14,534.22,6.97,4.72,-0.45,29,0,1.064,0.49,-58247.75,1179517,184221.51
FLIGHT_1728,A320,56669,200,40317,40682,460,459,58.16,41.09,117.62,4.71,3.21,21.16,32,1,0.983,0.07,1199103.35,1290144,41902.65
FLIGHT_1729,A320,63610,151,37145,36718,445,444,101.27,36.03,77.83,4.98,3.49,-5.74,30,1,1.056,0.05,-364937.6,1114350,29140.15
FLIGHT_1730,B737,51844,115,34374,34264,442,442,62.97,33.49,47.3,5.27,3.31,29.09,23,1,1.042,1.12,1508408.19,790602,28704.54
FLIGHT_1731,A320,61225,235,36553,37011,475,473,106.54,36.32,164.1,5.31,3.43,-4.93,22,0,1.062,0.48,-301605.2,804166,48642.27
FLIGHT_1732,A320,61274,138,37235,36774,451,450,50.9,39.5,55.62,5.05,3.44,-19.45,28,0,0.984,1.41,-1191770.48,1042580,21308.17
FLIGHT_1733,B737,61289,147,37330,37394,467,468,141.44,39.23,71.61,4.87,3.24,4.11,33,0,0.987,1.8,251888.28,1231890,27900.89
FLIGHT_1734,A320,62450,217,36411,36436,437,438,116.14,38.37,142.72,5.56,3.53,4.88,32,1,1.04,0.25,304496.02,1165152,48762.53
FLIGHT_1735,A330,155681,543,31321,31322,474,473,121.07,31.02,479.51,7.95,5.36,3.48,23,0,1.05,0.66,541853.21,720383,184551.03
FLIGHT_1736,A330,132542,302,32970,32475,465,466,45.12,31.07,240.61,7.57,4.77,20.33,24,0,1.029,2.13,2694527.17,791280,99287.08
FLIGHT_1737,A320,59859,185,37181,37488,417,417,85.35,38.66,107.73,5.05,3.5,-15.83,28,1,1.049,1.73,-947299.54,1041068,34559.7
FLIGHT_1738,B737,51553,207,35391,35629,472,472,34.24,36.89,134.35,4.73,3.18,-19.95,26,1,0.992,1.76,-1028743.58,920166,32552.63
FLIGHT_1739,A330,157086,368,30496,30563,464,463,27.08,32.52,300.88,7.69,5.29,-11.89,24,0,0.983,0.18,-1867302.9,731904,105536.77
FLIGHT_1740,A320,47794,236,31427,31602,449,451,72.22,31.05,174.39,4.47,3.07,-13.5,32,0,0.997,0.27,-645169.03,1005664,37067.09
FLIGHT_1741,B777,179448,431,33583,33732,431,432,35.42,36.54,361.12,9.29,5.83,-16.37,33,1,0.984,1.86,-2938264.41,1108239,139805.4
FLIGHT_1742,B777,120416,537,30042,30288,416,415,117.54,27.59,484.05,7.0,4.58,24.94,25,1,1.024,0.41,3003680.66,751050,171395.93
FLIGHT_1743,A330,128572,557,36310,36527,456,457,133.64,38.97,479.28,6.94,4.76,-1.84,30,1,1.028,0.32,-236063.01,1089300,159702.94
FLIGHT_1744,B777,177635,543,39365,39077,423,423,114.54,40.19,461.72,8.99,5.79,29.11,23,1,0.998,2.96,5171783.81,905395,214059.12
FLIGHT_1745,B777,150711,407,39544,39973,462,461,114.01,37.53,334.27,7.81,5.07,26.83,23,1,1.069,0.82,4044153.81,909512,149785.3
FLIGHT_1746,A320,54762,98,30861,30973,472,473,85.45,33.31,33.79,5.05,3.22,-13.16,28,0,1.007,2.39,-720595.74,864108,16365.93
FLIGHT_1747,B777,144710,491,36647,36431,414,415,116.86,35.74,423.06,7.86,5.09,13.9,25,1,1.008,0.6,2011671.06,916175,160727.21
FLIGHT_1748,A330,169174,601,33479,33965,455,454,140.53,35.57,529.55,8.7,5.61,18.69,29,1,0.994,0.85,3161087.51,970891,217731.31
FLIGHT_1749,A330,120906,351,35600,35807,469,470,91.38,34.09,282.78,7.06,4.7,-12.71,26,1,0.982,2.7,-1536667.72,925600,91490.21
FLIGHT_1750,A330,167682,354,34755,34874,462,463,96.64,37.17,282.85,7.76,5.53,-14.83,31,1,0.998,0.43,-2487053.18,1077405,106105.18
FLIGHT_1751,B777,161174,330,37530,37676,438,438,143.28,37.92,252.38,8.58,5.55,29.32,31,0,1.06,1.57,4726366.43,1163430,130840.46
FLIGHT_1752,A320,54724,133,34043,34132,406,406,147.62,34.17,68.32,5.33,3.44,28.58,31,1,1.041,2.89,1564116.67,1055333,34538.92
FLIGHT_1753,A320,57316,153,34503,34710,427,428,137.48,32.67,89.83,4.62,3.28,23.14,29,1,1.007,2.2,1326416.78,1000587,35065.06
FLIGHT_1754,A330,135651,429,39873,40189,407,405,133.29,40.45,350.31,7.74,5.04,-2.03,24,0,1.002,1.89,-274875.44,956952,128661.82
FLIGHT_1755,B777,173544,304,40609,40481,463,463,144.87,40.34,227.23,8.19,5.73,2.15,22,1,0.981,0.2,373406.85,893398,99982.07
FLIGHT_1756,A320,50360,77,33951,34025,418,420,25.77,32.96,12.35,5.09,3.26,-17.07,26,0,1.04,1.3,-859809.52,882726,12799.7
FLIGHT_1757,B777,169538,622,32002,32130,448,448,63.64,29.7,561.54,8.11,5.72,20.52,26,0,1.039,0.39,3478202.88,832052,238436.15
FLIGHT_1758,B777,152853,620,30867,30477,441,442,28.89,30.79,556.34,7.57,5.31,-18.48,33,1,1.014,0.96,-2825431.86,1018611,181172.23
FLIGHT_1759,B777,127635,471,40355,40506,477,477,85.88,37.44,393.09,7.43,4.9,-11.62,27,0,1.055,2.57,-1483299.61,1089585,137770.9
FLIGHT_1760,A330,164755,545,30752,30524,402,404,103.88,30.61,482.33,8.7,5.51,-10.75,30,1,1.047,2.92,-1771510.71,922560,182593.74
FLIGHT_1761,A320,48517,75,39722,39506,456,454,22.19,41.53,0.0,4.6,3.08,-15.29,24,0,1.013,1.72,-741851.08,953328,11873.8
FLIGHT_1762,A330,152499,541,35927,35902,428,430,137.89,37.79,469.13,7.67,5.15,12.36,31,1,0.99,0.61,1885106.84,1113737,174793.92
FLIGHT_1763,A330,142177,591,37985,38163,417,416,47.31,39.66,513.64,7.77,5.1,-8.44,26,0,1.012,0.51,-1199598.78,987610,173924.05
FLIGHT_1764,B737,48825,79,33234,33034,419,418,29.21,33.15,16.01,4.34,3.03,25.12,23,0,1.06,1.7,1226520.59,764382,16984.01
FLIGHT_1765,B777,120147,677,33835,33805,470,470,119.23,33.6,607.97,7.09,4.44,21.56,31,1,1.041,1.36,2589807.39,1048885,211790.39
FLIGHT_1766,A330,131778,460,30807,30732,462,461,27.62,31.64,394.91,7.03,4.92,-12.42,34,0,1.062,2.95,-1636122.65,1047438,135363.82
FLIGHT_1767,A320,47116,124,35098,35446,457,456,56.31,33.17,58.57,4.78,3.06,-8.06,34,1,0.986,2.33,-379534.89,1193332,20648.63
FLIGHT_1768,A320,46234,93,36838,36823,445,446,114.81,35.27,25.2,4.64,3.03,-10.43,31,1,1.046,1.61,-482330.57,1141978,15673.21
FLIGHT_1769,B737,49542,223,33470,33425,413,411,21.31,35.38,152.6,4.75,3.23,13.46,30,0,1.006,1.21,666744.04,1004100,46453.4
FLIGHT_1770,A320,52555,229,34392,34238,413,415,149.05,34.1,160.53,4.69,3.18,-2.0,28,1,1.017,1.78,-104995.66,962976,42697.17
FLIGHT_1771,A330,163101,331,35380,34912,421,423,44.82,34.31,264.67,8.71,5.5,4.49,33,1,1.054,2.16,732711.37,1167540,118364.3
FLIGHT_1772,B777,152144,603,37258,37692,400,400,87.27,35.45,534.92,7.81,5.27,21.67,30,0,0.986,1.51,3297430.65,1117740,207627.52
FLIGHT_1773,B777,158036,718,35252,35392,431,432,135.52,32.54,654.57,8.51,5.36,18.38,32,0,0.986,2.05,2903995.03,1128064,250843.41
FLIGHT_1774,B737,59311,121,34457,34216,468,467,54.77,35.53,53.58,5.18,3.53,20.52,34,0,0.989,2.99,1217162.7,1171538,28443.39
FLIGHT_1775,B777,172107,610,30427,30056,469,470,128.41,30.02,548.75,8.02,5.67,8.13,22,1,0.987,1.89,1399417.13,669394,212151.0
FLIGHT_1776,A330,169718,327,32326,32701,448,448,115.34,34.18,255.73,8.84,5.56,-19.26,33,1,0.989,2.47,-3268950.69,1066758,99015.87
FLIGHT_1777,B777,144316,662,31645,31879,459,459,90.43,33.87,594.42,7.98,5.04,28.77,24,0,1.039,1.61,4152508.21,759480,239067.25
FLIGHT_1778,A330,131265,317,30766,30333,444,442,65.79,29.42,256.5,7.42,4.86,-18.64,23,0,1.057,1.65,-2446618.49,707618,87687.75
FLIGHT_1779,B777,125831,327,35816,36223,415,414,59.13,35.38,255.29,6.59,4.7,12.91,25,1,1.04,0.4,1624303.5,895400,99861.8
FLIGHT_1780,B737,62038,117,32017,31830,403,403,101.63,34.95,45.34,4.96,3.46,0.87,28,1,0.997,2.58,53824.99,896476,22741.55
FLIGHT_1781,B737,46808,104,33205,33086,462,463,143.87,36.1,33.47,5.09,3.24,23.63,28,0,0.983,1.57,1106018.29,929740,22530.62
FLIGHT_1782,B737,45831,82,34154,34601,430,430,118.58,36.65,11.94,4.8,3.08,1.89,22,0,1.005,2.74,86417.9,751388,15031.21
FLIGHT_1783,A330,130602,313,37614,37623,439,440,142.19,39.14,237.06,7.23,4.89,27.99,22,1,1.006,0.55,3656030.68,827508,104317.86
FLIGHT_1784,B737,47174,231,38555,38496,460,461,81.89,38.8,157.76,5.17,3.3,27.62,29,0,1.063,2.59,1302818.6,1118095,59005.56
FLIGHT_1785,A320,63546,215,39346,39657,470,469,91.11,38.37,138.89,4.88,3.34,8.75,34,1,1.044,2.66,555871.57,1337764,47330.58
FLIGHT_1786,B777,138553,577,33439,33408,403,402,143.58,33.35,508.68,8.02,5.1,11.9,22,0,1.048,2.67,1649443.66,735658,198338.76
FLIGHT_1787,B777,175508,489,32943,32481,404,404,83.39,31.42,429.69,8.99,5.8,-9.9,26,0,1.018,0.25,-1736824.01,856518,164905.54
FLIGHT_1788,A320,58479,133,37370,37360,412,412,120.19,39.38,51.78,5.02,3.31,-3.39,32,1,0.987,0.53,-198111.5,1195840,23597.01
FLIGHT_1789,A320,49730,198,30993,30950,426,426,42.05,32.03,138.06,5.04,3.3,4.66,31,0,1.036,1.24,231855.58,960783,41644.7
FLIGHT_1790,B737,64242,120,35270,35221,443,443,80.97,37.1,47.03,4.98,3.37,24.43,22,0,1.04,1.48,1569161.74,775940,28119.85
FLIGHT_1791,A320,52851,142,40128,39916,431,430,44.77,41.93,58.4,5.08,3.27,9.75,27,0,1.052,2.49,515159.44,1083456,30204.72
FLIGHT_1792,B737,51828,79,34130,33766,416,415,48.59,35.03,9.37,5.07,3.31,5.86,32,1,0.996,1.56,303683.14,1092160,15029.53
